,Rxn_ID,Rxn_name,Rxn_Loc,Rxn_Subsystem,Rxn_kcat,Rxn_genes_rules,Rxn_mW_c,Rxn_mW_m,Rxn_numTMb,Rxn_mW_c_Total,Rxn_mW_m_Total,Rxn_locations_Total,Rxn_count_Tmb_Total
2272,GALCTNt2pp,D-galactonate transport via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b3691,47077.0,28574.64419,12,[47077.0],[28574.64419],['Inner Membrane'],[12]
2273,GALCTNLtex_f,L-galactonate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",100000000.0,b2215 or b1377 or b0929 or b0241,38922.0,0.0,0,"[40368.0, 41220.0, 39333.0, 38922.0]","[17383.90751, 0.0, 21633.15, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[16, 0, 17, 0]"
2274,EX_galctn__L_e_f,L-Galactonate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2275,KDUI,5-keto-4-deoxyuronate isomerase,Cytoplasmic,Cell Envelope Biosynthesis,1265.461667,b2843,31076.0,0,0,[31076.0],[0.0],['Cytoplasmic'],[0]
2276,CA2t3pp,Calcium (Ca+2) transport out via proton antiport (periplasm),Inner Membrane,Inorganic Ion Transport and Metabolism,22.0,b1216,39168.0,24720.78689,11,[39168.0],[24720.78689],['Inner Membrane'],[11]
2277,NADH17pp,NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm),Inner Membrane,Oxidative Phosphorylation,767.5,b2279 and b2277 and b2284 and b2282 and b2278 and b2288 and b2276 and b2287 and b2283 and b2281 and b2286 and b2280 and b2285,540414.0,138491.57336,61,[540414.0],[138491.57336],['Inner Membrane'],[61]
2278,FA161ACPHi,Fatty-acyl-ACP hydrolase,Cytoplasmic,Cell Envelope Biosynthesis,0.004,b0404,22961.0,0,0,[22961.0],[0.0],['Cytoplasmic'],[0]
2279,FA141ACPHi,Fatty-acyl-ACP hydrolase,Cytoplasmic,Cell Envelope Biosynthesis,0.004,b0404,22961.0,0,0,[22961.0],[0.0],['Cytoplasmic'],[0]
2280,ARGt3pp,L-arginine transport out via proton antiport (cytoplasm to periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b2923,23176.0,14608.56872,5,[23176.0],[14608.56872],['Inner Membrane'],[5]
2281,FA160ACPHi,Fatty-acyl-ACP hydrolase,Cytoplasmic,Cell Envelope Biosynthesis,0.004,b0404,22961.0,0,0,[22961.0],[0.0],['Cytoplasmic'],[0]
2282,MALDtex_f,D-Malate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",100000000.0,b1377 or b2215 or b0241 or b0929,38922.0,0.0,0,"[41220.0, 40368.0, 38922.0, 39333.0]","[0.0, 17383.90751, 0.0, 21633.15]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 16, 0, 17]"
2283,OROTtex_f,Orotate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",100000000.0,b1377 or b0929 or b2215 or b0241,38922.0,0.0,0,"[41220.0, 39333.0, 40368.0, 38922.0]","[0.0, 21633.15, 17383.90751, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 17, 16, 0]"
2284,PPAt4pp,Na+/Propionate symporter (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b1015,54344.0,29553.60956,13,[54344.0],[29553.60956],['Inner Membrane'],[13]
2285,OROTt2_2pp,Orotate transport via proton symport (2 H) (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b3528,45436.0,19002.43925,8,[45436.0],[19002.43925],['Inner Membrane'],[8]
2286,MALDt2_2pp,D-Malate transport via proton symport (2 H) (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b3528,45436.0,19002.43925,8,[45436.0],[19002.43925],['Inner Membrane'],[8]
2287,5DGLCNtex_f,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",100000000.0,b1377 or b0241 or b0929 or b2215,38922.0,0.0,0,"[41220.0, 38922.0, 39333.0, 40368.0]","[0.0, 0.0, 21633.15, 17383.90751]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 17, 16]"
2288,EX_5dglcn_e_f,5-Dehydro-D-gluconate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2289,DTARTD,D(-)-tartrate dehydratase,Cytoplasmic,Alternate Carbon Metabolism,1149.5,b4122,60105.0,0,0,[60105.0],[0.0],['Cytoplasmic'],[0]
2290,PLIPA2E161pp,"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)",Cytoplasmic,Glycerophospholipid Metabolism,2.48,b3821,33163.0,17875.96654,12,[33163.0],[17875.96654],['Cytoplasmic'],[12]
2291,PLIPA2E180pp,"Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)",Cytoplasmic,Glycerophospholipid Metabolism,2.48,b3821,33163.0,17875.96654,12,[33163.0],[17875.96654],['Cytoplasmic'],[12]
2292,PLIPA2G120pp,"Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)",Cytoplasmic,Glycerophospholipid Metabolism,2.48,b3821,33163.0,17875.96654,12,[33163.0],[17875.96654],['Cytoplasmic'],[12]
2293,PLIPA2G180pp,"Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)",Cytoplasmic,Glycerophospholipid Metabolism,2.48,b3821,33163.0,17875.96654,12,[33163.0],[17875.96654],['Cytoplasmic'],[12]
2294,LPLIPAL1A161pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)",Cytoplasmic,Glycerophospholipid Metabolism,1016.0,b0494,23622.0,0,0,[23622.0],[0.0],['Cytoplasmic'],[0]
2295,LPLIPAL1A160pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)",Cytoplasmic,Glycerophospholipid Metabolism,1016.0,b0494,23622.0,0,0,[23622.0],[0.0],['Cytoplasmic'],[0]
2296,PSCLYSt2pp,Psicoselysine transport via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b3370,47577.0,26835.56629,12,[47577.0],[26835.56629],['Inner Membrane'],[12]
2297,LYSt2pp,L-lysine transport in via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b2156,53576.0,27666.29508,12,[53576.0],[27666.29508],['Inner Membrane'],[12]
2298,GLYt2pp,Glycine transport in via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b1801 or b4208,51660.0,27698.55319,12,"[52881.0, 51660.0]","[23087.33888, 27698.55319]","['Inner Membrane', 'Inner Membrane']","[10, 12]"
2299,ALAt2pp,L-alanine transport in via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b4208 or b4130,51660.0,27698.55319,12,"[51660.0, 53055.0]","[27698.55319, 32598.74227]","['Inner Membrane', 'Inner Membrane']","[12, 14]"
2300,BALAt2pp,Beta-alanine transport in via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b4208,51660.0,27698.55319,12,[51660.0],[27698.55319],['Inner Membrane'],[12]
2301,DALAt2pp,D-alanine transport in via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b4208,51660.0,27698.55319,12,[51660.0],[27698.55319],['Inner Membrane'],[12]
2302,FE2tpp,Iron (+2) transport in via permease (no H+),Inner Membrane,Inorganic Ion Transport and Metabolism,22.0,b3040,26485.0,17313.15175,8,[26485.0],[17313.15175],['Inner Membrane'],[8]
2303,MN2tpp,Manganese transport in via permease (no H+),Inner Membrane,Inorganic Ion Transport and Metabolism,22.0,b3040,26485.0,17313.15175,8,[26485.0],[17313.15175],['Inner Membrane'],[8]
2304,MG2tpp,Magnesium (+2) transport in via diffusion,Inner Membrane,Inorganic Ion Transport and Metabolism,100000000.0,b3816,36590.0,4863.227848,2,[36590.0],[4863.227848],['Inner Membrane'],[2]
2305,NI2t3pp,Nickle (Ni+2) transport out via proton antiport (periplasm),Inner Membrane,Inorganic Ion Transport and Metabolism,22.0,b3915 or b0752,32927.0,11304.93667,6,"[32927.0, 34678.0]","[11304.93667, 13959.83387]","['Inner Membrane', 'Inner Membrane']","[6, 6]"
2306,PPAtex_f,Propionate transport via diffusion,Cytoplasmic,"Transport, Outer Membrane Porin",100000000.0,b0241 or b1377 or b0929 or b2215,38922.0,0.0,0,"[38922.0, 41220.0, 39333.0, 40368.0]","[0.0, 0.0, 21633.15, 17383.90751]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 17, 16]"
2307,GALCTNLt2pp,L-galactonate transport via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b4356,49440.0,25211.12583,11,[49440.0],[25211.12583],['Inner Membrane'],[11]
2308,GALCTLO,L-galactonate oxidoreductase,Cytoplasmic,Alternate Carbon Metabolism,76.08846667,b4358,36448.0,0,0,[36448.0],[0.0],['Cytoplasmic'],[0]
2309,THYMt3pp,Thymine transport out via proton antiport (periplasm),Cytoplasmic,"Transport, Inner Membrane",nan,,0,0,0,[0],[0],['Cytoplasmic'],[0]
2310,PSCLYStex_f,Psicoselysine transporter via diffusion (extracellular),Cytoplasmic,"Transport, Outer Membrane Porin",100000000.0,b0929 or b2215 or b1377 or b0241,38922.0,0.0,0,"[39333.0, 40368.0, 41220.0, 38922.0]","[21633.15, 17383.90751, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[17, 16, 0, 0]"
2311,THYMtex_f,Thymine transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",100000000.0,b0241 or b1377 or b2215 or b0929,38922.0,0.0,0,"[38922.0, 41220.0, 40368.0, 39333.0]","[0.0, 0.0, 17383.90751, 21633.15]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 16, 17]"
2312,CU2tpp,Copper transport in via permease (no H+),Inner Membrane,Inorganic Ion Transport and Metabolism,22.0,b3040,26485.0,17313.15175,8,[26485.0],[17313.15175],['Inner Membrane'],[8]
2313,FE2t3pp,Iron (Fe+2) transport out via proton antiport (periplasm),Inner Membrane,Inorganic Ion Transport and Metabolism,22.0,b3915,32927.0,11304.93667,6,[32927.0],[11304.93667],['Inner Membrane'],[6]
2314,MN2t3pp,Manganese (Mn+2) transport out via proton antiport (periplasm),Inner Membrane,Inorganic Ion Transport and Metabolism,22.0,b3915 or b0752,32927.0,11304.93667,6,"[32927.0, 34678.0]","[11304.93667, 13959.83387]","['Inner Membrane', 'Inner Membrane']","[6, 6]"
2315,MG2t3_2pp_f,Magnesium (Mg+2) transport in/out via proton antiport (periplasm),Cytoplasmic,Inorganic Ion Transport and Metabolism,nan,,0,0,0,[0],[0],['Cytoplasmic'],[0]
2316,CD2tpp,Cadmium (+2) transport in via permease (no H+),Inner Membrane,Inorganic Ion Transport and Metabolism,22.0,b3040,26485.0,17313.15175,8,[26485.0],[17313.15175],['Inner Membrane'],[8]
2317,ETHAt2pp,Ethanolamine transport in via proton symport,Cytoplasmic,"Transport, Inner Membrane",nan,,0,0,0,[0],[0],['Cytoplasmic'],[0]
2318,FE3abcpp,Iron (III) transport via ABC system (periplasm to cytoplasm),Cytoplasmic,Inorganic Ion Transport and Metabolism,nan,,0,0,0,[0],[0],['Cytoplasmic'],[0]
2319,THRA,Threonine aldolase,Cytoplasmic,Threonine and Lysine Metabolism,1.87,b2551 or b0870,36495.0,0.0,0,"[45317.0, 36495.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
2320,XYLK2,L-xylulokinase,Cytoplasmic,Alternate Carbon Metabolism,35.42,b0063 or b3580,55155.0,0.0,0,"[61089.0, 55155.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
2321,GLDBRAN2,Glycogen debranching enzyme (bglycogen -> glycogen),Cytoplasmic,Glycolysis/Gluconeogenesis,40.46666667,b3431,73577.0,0,0,[73577.0],[0.0],['Cytoplasmic'],[0]
2322,CLt3_2pp,Chloride transport out via proton antiport (2:1) (periplasm),Inner Membrane,Inorganic Ion Transport and Metabolism,22.0,b0155,50349.0,24056.81607,10,[50349.0],[24056.81607],['Inner Membrane'],[10]
2323,EX_ppal_e_f,Propanal exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2324,POR5_f,Pyruvate synthase,Cytoplasmic,Pyruvate Metabolism,10.84975,(b1378 and b0684) or (b1378 and b2895),148524.0,0.0,0,"[148561.0, 148524.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
2325,HACD8_f,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",Cytoplasmic,Membrane Lipid Metabolism,229.0,b3846 or b2341,77072.0,0.0,0,"[79594.0, 77072.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
2326,CTECOAI8_f,3-cis-2-trans-enoyl-CoA isomerase,Cytoplasmic,Membrane Lipid Metabolism,63.0,b3846,79594.0,0,0,[79594.0],[0.0],['Cytoplasmic'],[0]
2327,CTECOAI6_f,3-cis-2-trans-enoyl-CoA isomerase,Cytoplasmic,Membrane Lipid Metabolism,63.0,b3846,79594.0,0,0,[79594.0],[0.0],['Cytoplasmic'],[0]
2328,MTHTHFSs,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran synthesis (spontaneous)",Inner Membrane,Methionine Metabolism,nan,s0001,0,0,0,[0.0],[0.0],['Inner Membrane'],[0]
2329,SELGTHR,Selenate glutathione reductase,Cytoplasmic,Inorganic Ion Transport and Metabolism,nan,,0,0,0,[0],[0],['Cytoplasmic'],[0]
2330,SELGTHR3,Selenate glutathione reductase III,Cytoplasmic,Inorganic Ion Transport and Metabolism,nan,,0,0,0,[0],[0],['Cytoplasmic'],[0]
2331,EX_slnt_e_f,Selenite exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
2332,MALCOAMT,Malonyl-CoA methyltransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,173.0,b0777,28276.0,0,0,[28276.0],[0.0],['Cytoplasmic'],[0]
2333,OGMEACPS,3-Oxo-glutaryl-[ACP] methyl ester synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.46,b1091,33515.0,0,0,[33515.0],[0.0],['Cytoplasmic'],[0]
2334,OGMEACPR,3-Oxo-glutaryl-[ACP] methyl ester reductase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.59,b1093,25560.0,0,0,[25560.0],[0.0],['Cytoplasmic'],[0]
2335,OPMEACPS,3-Oxo-pimeloyl-[ACP] methyl ester synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.05165,b2323,42613.0,0,0,[42613.0],[0.0],['Cytoplasmic'],[0]
2336,LIPAabctex,Lipid A transport via ABC system (periplasm to extracellular),Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,95.19583333,b4262 and b4261 and b3199 and b3201 and b3200 and b0054 and b0641,259636.0,29919.324872999998,13,[259636.0],[29919.324872999998],['Inner Membrane'],[13]
2337,DGUNC,Diguanylate cyclase,Cytoplasmic,Nucleotide Salvage Pathway,1.2,b1341 or b1794 or b1535 or b1025 or b1490,33863.0,0.0,0,"[46452.0, 38546.0, 33863.0, 51783.0, 53178.0]","[0.0, 0.0, 0.0, 19246.77876, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Inner Membrane', 'Cytoplasmic']","[0, 0, 0, 8, 0]"
2338,CDGUNPD,"3,5-cyclic-nucleotide phosphodiesterase",Cytoplasmic,Alternate Carbon Metabolism,0.000363333,b2503 or b1489 or b3525 or b1285 or b0315,29601.0,0.0,0,"[85608.0, 90260.0, 29601.0, 74665.0, 40725.0]","[22576.6747, 0.0, 0.0, 0.0, 0.0]","['Inner Membrane', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[9, 0, 0, 0, 0]"
2339,LDGUNPD,Linear diguanylate phosphodiesterase,Cytoplasmic,Nucleotide Salvage Pathway,0.000363333,b1285,74665.0,0,0,[74665.0],[0.0],['Cytoplasmic'],[0]
2340,MPTAT,Molybdopterin adenylyltransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.0012,b0009,21222.0,0,0,[21222.0],[0.0],['Cytoplasmic'],[0]
2341,MOADSUx,"MoaD sulfuration (nadh, assumed)",Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.5,b0784 and b2530,53848.0,0,0,[53848.0],[0.0],['Cytoplasmic'],[0]
2342,CMtpp,Chloramphenicol transport via TolC system,Inner Membrane,"Transport, Outer Membrane",22.0,(b0463 and b3035 and b2470) or (b0463 and b3035 and b0462),208985.0,32294.110929000002,16,"[208985.0, 209512.0]","[32294.110929000002, 31244.770739]","['Inner Membrane', 'Inner Membrane']","[16, 16]"
2343,FUSAtpp,Fusidic acid transport via TolC system,Inner Membrane,"Transport, Outer Membrane",22.0,(b0463 and b3035 and b0462) or (b0463 and b3035 and b2470),208985.0,32294.110929000002,16,"[209512.0, 208985.0]","[31244.770739, 32294.110929000002]","['Inner Membrane', 'Inner Membrane']","[16, 16]"
2344,RFAMPtex_f,Rifampin transport via diffusion (extracellular to periplasm),Inner Membrane,"Transport, Outer Membrane",nan,s0001,0,0,0,[0.0],[0.0],['Inner Membrane'],[0]
2345,MINCYCtex_f,Minocycline transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",100000000.0,b1377 or b0241 or b0929 or b2215,38922.0,0.0,0,"[41220.0, 38922.0, 39333.0, 40368.0]","[0.0, 0.0, 21633.15, 17383.90751]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 17, 16]"
2346,MINCYCtpp,Minocycline transport via TolC system,Inner Membrane,"Transport, Outer Membrane",22.0,(b0463 and b3035 and b2470) or (b0463 and b3035 and b0462),208985.0,32294.110929000002,16,"[208985.0, 209512.0]","[32294.110929000002, 31244.770739]","['Inner Membrane', 'Inner Membrane']","[16, 16]"
2347,DOXRBCNtex_f,Doxorubicin transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",100000000.0,b0929 or b2215 or b1377 or b0241,38922.0,0.0,0,"[39333.0, 40368.0, 41220.0, 38922.0]","[21633.15, 17383.90751, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[17, 16, 0, 0]"
2348,DOXRBCNtpp,Doxorubicin transport via TolC system,Inner Membrane,"Transport, Outer Membrane",22.0,(b0463 and b3035 and b0462) or (b0463 and b3035 and b2470),208985.0,32294.110929000002,16,"[209512.0, 208985.0]","[31244.770739, 32294.110929000002]","['Inner Membrane', 'Inner Membrane']","[16, 16]"
2349,ETOHtrpp_f,Ethanol reversible transport via diffusion (periplasm),Inner Membrane,"Transport, Inner Membrane",nan,s0001,0,0,0,[0.0],[0.0],['Inner Membrane'],[0]
2350,REPHACCOAI_f,"Ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)",Cytoplasmic,Alternate Carbon Metabolism,63.0,b1394,28405.0,0,0,[28405.0],[0.0],['Cytoplasmic'],[0]
2351,ACPPAT141,Acyl-(acyl carrier protein):phosphate acyltransferase (C14:1),Cytoplasmic,Glycerophospholipid Metabolism,1500.0,b1094 and b1090,46854.0,0,0,[46854.0],[0.0],['Cytoplasmic'],[0]
2352,ACPPAT161,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1),Cytoplasmic,Glycerophospholipid Metabolism,1500.0,b1094 and b1090,46854.0,0,0,[46854.0],[0.0],['Cytoplasmic'],[0]
2353,ACPPAT180,Acyl-(acyl carrier protein):phosphate acyltransferase (C18:0),Cytoplasmic,Glycerophospholipid Metabolism,1500.0,b1094 and b1090,46854.0,0,0,[46854.0],[0.0],['Cytoplasmic'],[0]
2354,APG3PAT160,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0),Inner Membrane,Glycerophospholipid Metabolism,166.8,b3059,22193.0,11367.14634,5,[22193.0],[11367.14634],['Inner Membrane'],[5]
2355,APG3PAT161,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1),Inner Membrane,Glycerophospholipid Metabolism,166.8,b3059,22193.0,11367.14634,5,[22193.0],[11367.14634],['Inner Membrane'],[5]
2356,APG3PAT180,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:0),Inner Membrane,Glycerophospholipid Metabolism,166.8,b3059,22193.0,11367.14634,5,[22193.0],[11367.14634],['Inner Membrane'],[5]
2357,ICYSDS,ISC Cysteine desulfuration,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.5,b2530,45090.0,0,0,[45090.0],[0.0],['Cytoplasmic'],[0]
2358,I4FE4SR,ISC [4Fe-4S] Reduction,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,22.0,b2529,13849.0,0,0,[13849.0],[0.0],['Cytoplasmic'],[0]
2359,S2FE2ST,SUF [2Fe-2S] Transfer,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,22.0,b1682 and b1681 and b1684 and b1683,142450.0,0,0,[142450.0],[0.0],['Cytoplasmic'],[0]
2360,BMOCOS,Bis-molybdenum cofactor synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,1.375,b0827,44067.0,0,0,[44067.0],[0.0],['Cytoplasmic'],[0]
2361,BWCOS,Tungsten bispterin cofactor synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,1.375,b0827,44067.0,0,0,[44067.0],[0.0],['Cytoplasmic'],[0]
2362,BWCOGDS1,Tungsten bispterin guanine dinucleotide synthase (single GDP),Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.0048,(b3857 and b3856) or b3857,21643.0,0.0,0,"[41006.0, 21643.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
2363,BWCOGDS2,Tungsten bispterin guanine dinucleotide synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.0048,(b3857 and b3856) or b3857,21643.0,0.0,0,"[41006.0, 21643.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
2364,DHNPTE_f,Dihydroneopterin epimerase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.089,b3058,13620.0,0,0,[13620.0],[0.0],['Cytoplasmic'],[0]
2365,DHMPTR,Dihydromonapterin reductase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,19.2,b1606,26348.0,0,0,[26348.0],[0.0],['Cytoplasmic'],[0]
2366,NOVBCNtpp,Novobiocin transport via TolC system,Inner Membrane,"Transport, Outer Membrane",22.0,(b0463 and b3035 and b2470) or (b0463 and b3035 and b0462),208985.0,32294.110929000002,16,"[208985.0, 209512.0]","[32294.110929000002, 31244.770739]","['Inner Membrane', 'Inner Membrane']","[16, 16]"
2367,CMtex_f,Chloramphenicol transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",100000000.0,b2215 or b0929 or b1377 or b0241,38922.0,0.0,0,"[40368.0, 39333.0, 41220.0, 38922.0]","[17383.90751, 21633.15, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[16, 17, 0, 0]"
2368,LALALGLUtex_f,L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",100000000.0,b1377 or b0241 or b0929 or b2215,38922.0,0.0,0,"[41220.0, 38922.0, 39333.0, 40368.0]","[0.0, 0.0, 21633.15, 17383.90751]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 17, 16]"
2369,LALADGLUtpp,L-alanyl-D-glutamate transport in via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b0709 or b1634 or b3496 or b4130,53055.0,32598.74227,14,"[54159.0, 53991.0, 53575.0, 53055.0]","[32297.65923, 31962.672, 32210.7362, 32598.74227]","['Inner Membrane', 'Inner Membrane', 'Inner Membrane', 'Inner Membrane']","[14, 14, 14, 14]"
2370,I2FE2SS,ISC [2Fe-2S] Synthesis,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.5,b2530 and b2529,58939.0,0,0,[58939.0],[0.0],['Cytoplasmic'],[0]
2371,I2FE2ST,ISC [2Fe-2S] Transfer,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,22.0,b2529 and b2528,25405.0,0,0,[25405.0],[0.0],['Cytoplasmic'],[0]
2372,I2FE2SS2,ISC [2Fe-2S] Synthesis II,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.5,b2530 and b2529,58939.0,0,0,[58939.0],[0.0],['Cytoplasmic'],[0]
2373,I4FE4ST,ISC [4Fe-4S] Transfer,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,22.0,b2529 and b2528,25405.0,0,0,[25405.0],[0.0],['Cytoplasmic'],[0]
2374,S4FE4ST,SUF [4Fe-4S] Transfer,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,22.0,b1682 and b1681 and b1684 and b1683,142450.0,0,0,[142450.0],[0.0],['Cytoplasmic'],[0]
2375,S2FE2SS2,SUF [2Fe-2S] Synthesis II,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.425,b1680 and b1683 and b1681 and b1682 and b1679,189384.0,0,0,[189384.0],[0.0],['Cytoplasmic'],[0]
2376,BTS5,Biotin synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,13.9,b0775,38648.0,0,0,[38648.0],[0.0],['Cytoplasmic'],[0]
2377,5MTRtex_f,5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",100000000.0,b1377 or b0929 or b2215 or b0241,38922.0,0.0,0,"[41220.0, 39333.0, 40368.0, 38922.0]","[0.0, 21633.15, 17383.90751, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 17, 16, 0]"
2378,LALADGLUtex_f,L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",100000000.0,b2215 or b1377 or b0241 or b0929,38922.0,0.0,0,"[40368.0, 41220.0, 38922.0, 39333.0]","[17383.90751, 0.0, 0.0, 21633.15]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[16, 0, 0, 17]"
2379,LALALGLUtpp,L-alanyl-L-glutamate transport in via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",22.0,b1634 or b3496 or b4130 or b0709,53055.0,32598.74227,14,"[53991.0, 53575.0, 53055.0, 54159.0]","[31962.672, 32210.7362, 32598.74227, 32297.65923]","['Inner Membrane', 'Inner Membrane', 'Inner Membrane', 'Inner Membrane']","[14, 14, 14, 14]"
2380,3AMACHYD,3-aminoacrylate hydrolase,Cytoplasmic,Nucleotide Salvage Pathway,111.8694444,b1009,28898.0,0,0,[28898.0],[0.0],['Cytoplasmic'],[0]
