,Rxn_ID,Rxn_name,Rxn_Loc,Rxn_Subsystem,Rxn_Mw_c,Rxn_Mw_t,Rxn_Mw_p,Rxn_kcat,Rxn_genes_rules
2375,S2FE2SS2,SUF [2Fe-2S] Synthesis II,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,189384.0,0.0,0.0,0.425,b1680 and b1683 and b1681 and b1682 and b1679
2376,BTS5,Biotin synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,38648.0,0.0,0.0,13.9,b0775
2377,5MTRtex_f,5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b1377 or b0929 or b2215 or b0241
2378,LALADGLUtex_f,L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b2215 or b1377 or b0241 or b0929
2379,LALALGLUtpp,L-alanyl-L-glutamate transport in via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",53055.0,53055.0,53055.0,22.0,b1634 or b3496 or b4130 or b0709
2380,3AMACHYD,3-aminoacrylate hydrolase,Cytoplasmic,Nucleotide Salvage Pathway,28898.0,0.0,0.0,111.8694444,b1009
2381,3HPPtex_f,3-hydroxypropionate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b1377 or b0929 or b2215 or b0241
2382,EX_LalaDglu_e_f,L-alanine-D-glutamate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
2383,CCGS,7-cyano-7-carbaguanine synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,25514.0,0.0,0.0,5.289444444,b0444
2384,CDGR,7-cyano-7-deazaguanine reductase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,32588.0,0.0,0.0,0.06515,b2794
2385,CBMD,Carbamate deaminase,Cytoplasmic,Nucleotide Salvage Pathway,0.0,0.0,0.0,100000000.0,s0001
2386,MSAR,Malonic semialdehyde reductase,Cytoplasmic,Nucleotide Salvage Pathway,21570.0,0.0,0.0,115.0,b1008 or b1539
2387,EX_LalaLglu_e_f,L-alanine-L-glutamate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
2388,ACPPAT120,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),Cytoplasmic,Glycerophospholipid Metabolism,46854.0,0.0,0.0,1500.0,b1094 and b1090
2389,CPH4S,"6-carboxy-5,6,7,8-tetrahydropterin synthase",Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,13773.0,0.0,0.0,13.15414286,b2765
2390,SHCHCS3,"2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase",Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,27682.0,0.0,0.0,8.5,b2263
2391,EX_ttrcyc_e_f,Tetracycline exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
2392,EX_mincyc_e_f,Minocycline exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
2393,DM_4crsol_c,Sink needed to allow p-Cresol to leave system,Cytoplasmic,Intracellular demand,0.0,0.0,0.0,100000000.0,
2394,URACPAH,Peroxyureidoacrylate hydrolase,Cytoplasmic,Nucleotide Salvage Pathway,25209.0,0.0,0.0,111.8694444,b1011
2395,POAACR,Peroxyaminoacrylate reductase,Cytoplasmic,Nucleotide Salvage Pathway,13763.0,0.0,0.0,93.55647875,b1010
2396,ACPPAT160,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:0),Cytoplasmic,Glycerophospholipid Metabolism,46854.0,0.0,0.0,1500.0,b1094 and b1090
2397,ACPPAT181,Acyl-(acyl carrier protein):phosphate acyltransferase (C18:1),Cytoplasmic,Glycerophospholipid Metabolism,46854.0,0.0,0.0,1500.0,b1094 and b1090
2398,APH141,Acylphosphatase (C14:1),Cytoplasmic,Glycerophospholipid Metabolism,10300.0,0.0,0.0,1.55e-06,b0968
2399,APH161,Acylphosphatase (C16:1),Cytoplasmic,Glycerophospholipid Metabolism,10300.0,0.0,0.0,1.55e-06,b0968
2400,APH180,Acylphosphatase (C18:0),Cytoplasmic,Glycerophospholipid Metabolism,10300.0,0.0,0.0,1.55e-06,b0968
2401,APH181,Acylphosphatase (C18:1),Cytoplasmic,Glycerophospholipid Metabolism,10300.0,0.0,0.0,1.55e-06,b0968
2402,GTHPi,Glutathione peridoxase,Cytoplasmic,Unassigned,20470.0,0.0,0.0,241.6128571,b1710
2403,SEPHCHCS,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,61367.0,0.0,0.0,0.0625,b2264
2404,DHNCOAS,"1,4-dihydroxy-2-napthoyl-CoA synthase",Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,31633.0,0.0,0.0,0.062,b2262
2405,DHNCOAT,"1,4-dihydroxy-2-napthoyl-CoA thioesterase",Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,14945.0,0.0,0.0,3.165,b1686
2406,FESD1s,"Iron-sulfur cluster damage (peroxide, spontaneous)",Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.0,0.0,0.0,100000000.0,s0001
2407,EX_doxrbcn_e_f,Doxorubicin exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
2408,EX_fusa_e_f,Fusidic acid exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
2409,EX_cm_e_f,Chloramphenicol exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
2410,EX_novbcn_e_f,Novobiocin exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
2411,I2FE2SR,ISC [2Fe-2S] regeneration,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,58939.0,0.0,0.0,0.5,b2529 and b2530
2412,TYRL,Tyrosine lyase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,7311.0,0.0,0.0,85.46666667,b3991
2413,THZPSN3,Thiazole phosphate synthesis,Inner Membrane,Cofactor and Prosthetic Group Biosynthesis,177664.0,177664.0,26970.0,0.5,b0423 and b3990 and b2530 and b3992 and b4407
2414,APG3PAT120,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C12:0),Inner Membrane,Glycerophospholipid Metabolism,22193.0,22193.0,22193.0,166.8,b3059
2415,APH120,Acylphosphatase (C12:0),Cytoplasmic,Glycerophospholipid Metabolism,10300.0,0.0,0.0,1.55e-06,b0968
2416,MOCDS,Molybdopterin cytidine dinucleotide synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,21514.0,0.0,0.0,0.0046,b2877
2417,FUSAtex_f,Fusidic acid transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b2215 or b0929 or b1377 or b0241
2418,NOVBCNtex_f,Novobiocin transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane",0.0,0.0,0.0,100000000.0,s0001
2419,EX_rfamp_e_f,Rifampin exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
2420,QUIN2tex_f,Quinate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b2215 or b1377 or b0241 or b0929
2421,EX_quin_e_f,Quinate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
2422,FORCT_f,Formyl-CoA Transferase,Cytoplasmic,Alternate Carbon Metabolism,45828.0,0.0,0.0,4.75,b2374
2423,DHPTDCs2,"4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)",Cytoplasmic,Methionine Metabolism,0.0,0.0,0.0,100000000.0,s0001
2424,EX_3hpp_e_f,3-Hydroxypropanoate exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
2425,PACCOAE,"Ring 1,2-phenylacetyl-CoA epoxidase (NADPH)",Cytoplasmic,Alternate Carbon Metabolism,134919.0,0.0,0.0,6.470507937,b1391 and b1388 and b1392 and b1389 and b1390
2426,OXDHCOAT,"3-oxo-5,6-dehydrosuberyl-CoA thiolase",Cytoplasmic,Alternate Carbon Metabolism,70682.0,0.0,0.0,7.8,b1397 and b1394
2427,HADPCOADH3_f,3-hydroxyadipyl-CoA dehydrogenase (NAD+),Cytoplasmic,Alternate Carbon Metabolism,51733.0,0.0,0.0,76.08846667,b1395
2428,O16A4COLIPAabctex,O16 antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,259636.0,259636.0,101680.0,95.19583333,b4262 and b4261 and b3199 and b3201 and b3200 and b0054 and b0641
2429,COLIPAabctex,Core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,259636.0,259636.0,101680.0,95.19583333,b0641 and b3200 and b4262 and b3201 and b3199 and b0054 and b4261
2430,ENLIPAabctex,Phosphoethanolamine lipid A transport via ABC system (periplasm to extracellular),Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,259636.0,259636.0,101680.0,95.19583333,b4262 and b4261 and b3199 and b3201 and b3200 and b0054 and b0641
2431,DM_mththf_c,"Sink needed to allow (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran to leave system",Cytoplasmic,Intracellular demand,0.0,0.0,0.0,100000000.0,
2432,PYROX,Pyrimidine oxygenase,Cytoplasmic,Nucleotide Salvage Pathway,59968.0,0.0,0.0,15.5,b1007 and b1012
2433,BMOGDS1,Bis-molybdopterin guanine dinucleotide synthase (single GDP),Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,21643.0,0.0,0.0,0.0048,b3857 or (b3857 and b3856)
2434,MPTS,Molybdopterin synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,25739.0,0.0,0.0,85.46666667,b0785 and b0784
2435,MOCOS,Molybdenum cofactor synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,44067.0,0.0,0.0,1.375,b0827
2436,BMOGDS2,Bis-molybdopterin guanine dinucleotide synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,21643.0,0.0,0.0,0.0048,(b3857 and b3856) or b3857
2437,FESD2s,"Iron-sulfur cluster damage (nitrous oxide, spontaneous)",Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.0,0.0,0.0,100000000.0,s0001
2438,S2FE2SR,SUF [2Fe-2S] regeneration,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,189384.0,0.0,0.0,0.425,b1680 and b1679 and b1682 and b1681 and b1683
2439,ACACT8r_f,"Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)",Cytoplasmic,Membrane Lipid Metabolism,26242.0,0.0,0.0,1.4,b2342 or b3845
2440,CTECOAI7_f,3-cis-2-trans-enoyl-CoA isomerase,Cytoplasmic,Membrane Lipid Metabolism,79594.0,0.0,0.0,63.0,b3846
2441,CLIPAabctex,Cold lipid A transport via ABC system (periplasm to extracellular),Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,259636.0,259636.0,101680.0,95.19583333,b4262 and b4261 and b3199 and b3201 and b3200 and b0054 and b0641
2442,K2L4Aabctex,KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular),Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,259636.0,259636.0,101680.0,95.19583333,b4262 and b4261 and b3199 and b3201 and b3200 and b0054 and b0641
2443,FDH4pp,Formate dehydrogenase (quinone-8) (periplasm),Inner Membrane,Oxidative Phosphorylation,170255.0,170255.0,24606.0,36.1,(b3893 and b3894 and b3892) or (b1474 and b1476 and b1475)
2444,FDH5pp,Formate Dehydrogenase (menaquinone-8) (periplasm),Inner Membrane,Oxidative Phosphorylation,170255.0,170255.0,24606.0,36.1,(b1474 and b1476 and b1475) or (b3893 and b3894 and b3892)
2445,ACPPAT140,Acyl-(acyl carrier protein):phosphate acyltransferase (C14:0),Cytoplasmic,Glycerophospholipid Metabolism,46854.0,0.0,0.0,1500.0,b1094 and b1090
2446,APG3PAT140,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:0),Inner Membrane,Glycerophospholipid Metabolism,22193.0,22193.0,22193.0,166.8,b3059
2447,APG3PAT141,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:1),Inner Membrane,Glycerophospholipid Metabolism,22193.0,22193.0,22193.0,166.8,b3059
2448,APG3PAT181,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1),Inner Membrane,Glycerophospholipid Metabolism,22193.0,22193.0,22193.0,166.8,b3059
2449,APH140,Acylphosphatase (C14:0),Cytoplasmic,Glycerophospholipid Metabolism,10300.0,0.0,0.0,1.55e-06,b0968
2450,APH160,Acylphosphatase (C16:0),Cytoplasmic,Glycerophospholipid Metabolism,10300.0,0.0,0.0,1.55e-06,b0968
2451,OPMEACPD,3-Oxo-pimeloyl-[ACP] methyl ester dehydratase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,17033.0,0.0,0.0,368.4865,b0180
2452,EPMEACPR,Enoylpimeloyl-[ACP] methyl ester reductase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,27864.0,0.0,0.0,5.3,b1288
2453,AOXSr2,8-amino-7-oxononanoate synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,41594.0,0.0,0.0,0.028,b0776
2454,MEOHtrpp_f,Methanol reversible transport via diffusion (periplasm),Inner Membrane,"Transport, Inner Membrane",0.0,0.0,0.0,100000000.0,s0001
2455,SCYSDS,SUF Cysteine desulfuration,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,60234.0,0.0,0.0,0.5,b1680 and b1679
2456,S2FE2SS,SUF [2Fe-2S] Synthesis,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,189384.0,0.0,0.0,0.425,b1680 and b1683 and b1681 and b1682 and b1679
2457,S4FE4SR,SUF [4Fe-4S] Reduction,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,129150.0,0.0,0.0,22.0,b1682 and b1681 and b1683
2458,SELtex_f,Selenate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b1377 or b0929 or b2215 or b0241
2459,SELR,Selenate reductase,Inner Membrane,Inorganic Ion Transport and Metabolism,233043.0,233043.0,233043.0,227.5,b1589 and b1590 and b1588 and b1587
2460,OGMEACPD,3-Oxo-glutaryl-[ACP] methyl ester dehydratase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,17033.0,0.0,0.0,368.4865,b0180
2461,EGMEACPR,Enoylglutaryl-[ACP] methyl ester reductase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,27864.0,0.0,0.0,5.3,b1288
2462,OPMEACPR,3-Oxo-pimeloyl-[ACP] methyl ester reductase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,25560.0,0.0,0.0,0.59,b1093
2463,PMEACPE,Pimeloyl-[ACP] methyl ester esterase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,28505.0,0.0,0.0,18.5,b3412
2464,MEOHtex_f,Methanol transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0929 or b1377 or b2215 or b0241
2465,EX_5mtr_e_f,5-Methylthio-D-ribose exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
2466,MECDPDH5,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,60384.0,0.0,0.0,3.7,(b2515 and b2895) or (b2515 and b0684)
2467,RNTR1c2,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),Cytoplasmic,Nucleotide Salvage Pathway,99723.0,0.0,0.0,34.15,(b3924 and b0684 and b4238 and b4237) or (b3924 and b2895 and b4238 and b4237) or (b0684 and b4238) or (b2895 and b4238)
2468,RNTR2c2,Ribonucleoside-triphosphate reductase (GTP) (flavodoxin),Cytoplasmic,Nucleotide Salvage Pathway,99723.0,0.0,0.0,34.15,(b3924 and b2895 and b4238 and b4237) or (b2895 and b4238) or (b3924 and b0684 and b4238 and b4237) or (b0684 and b4238)
2469,RNTR3c2,Ribonucleoside-triphosphate reductase (CTP) (flavodoxin),Cytoplasmic,Nucleotide Salvage Pathway,99723.0,0.0,0.0,34.15,(b3924 and b0684 and b4238 and b4237) or (b3924 and b2895 and b4238 and b4237) or (b2895 and b4238) or (b0684 and b4238)
2470,RNTR4c2,Ribonucleoside-triphosphate reductase (UTP) (flavodoxin),Cytoplasmic,Nucleotide Salvage Pathway,99723.0,0.0,0.0,34.15,(b3924 and b0684 and b4238 and b4237) or (b3924 and b2895 and b4238 and b4237) or (b0684 and b4238) or (b2895 and b4238)
2471,FLDR2,Flavodoxin reductase (NADPH),Cytoplasmic,Unassigned,47451.0,0.0,0.0,21.925,(b3924 and b2895) or (b3924 and b0684)
2472,CDGS,7-deaza-7-carboxyguanine synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.0,0.0,0.0,100000000.0,
2473,5MTRtpp,5-Methylthio-D-ribose transport via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",0.0,0.0,0.0,100000000.0,
2474,TTRCYCtex_f,Tetracycline transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b0929 or b0241 or b1377 or b2215
2475,TTRCYCtpp,Tetracycline transport via TolC system,Inner Membrane,"Transport, Outer Membrane",208985.0,208985.0,155244.0,22.0,(b0463 and b3035 and b2470) or (b0463 and b3035 and b0462)
2476,FESR,Iron-sulfur cluster repair,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,24883.0,0.0,0.0,22.0,b4209
2477,OXCOAHDH,"Oxepin-CoA hydrolase/ 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase (NADP+)",Cytoplasmic,Alternate Carbon Metabolism,73003.0,0.0,0.0,39.0,b1387
2478,DHACOAH_f,"2,3-dehydroadipyl-CoA hydratase",Cytoplasmic,Alternate Carbon Metabolism,27237.0,0.0,0.0,15.0,b1393
2479,THFAT,Tetrahydrofolate aminomethyltransferase,Cytoplasmic,Folate Metabolism,45317.0,0.0,0.0,12.285,b2551
2480,FOMETRi,Aminomethyltransferase,Cytoplasmic,Folate Metabolism,23303.0,0.0,0.0,1.515,b2912
2481,SLNTtex_f,Selenite transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b1377 or b0929 or b2215 or b0241
2482,SELGTHR2,Selenate glutathione reductase II,Inner Membrane,Inorganic Ion Transport and Metabolism,0.0,0.0,0.0,100000000.0,
2483,GDPTPDP,Guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,79342.0,0.0,0.0,2.985,b3650
2484,COLIPAKpp,Lipid A core kinase (periplasm),Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,26759.0,26759.0,26759.0,96.06077778,b2174
2485,3HPPtpp,3-hydroxypropionate transport via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",0.0,0.0,0.0,100000000.0,
2486,MPTSS,Molybdopterin synthase sulfurylase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,26719.0,0.0,0.0,370.0,b0826
2487,CPMPS,Cyclic pyranopterin monophosphate synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,54813.0,0.0,0.0,0.0007,b0783 and b0781
2488,LIPOCT,Lipoyl(octanoyl) transferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,23883.0,0.0,0.0,0.2,b0630
2489,LIPOS,Lipoate synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,36072.0,0.0,0.0,85.46666667,b0628
2490,OCTNLL,Octanoate non-lipoylated apo domain ligase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,37926.0,0.0,0.0,0.133,b4386
2491,LIPATPT,Lipoate-ATP adenylate transferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,37926.0,0.0,0.0,0.176,b4386
2492,LIPAMPL,Lipoyl-adenylate protein ligase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,37926.0,0.0,0.0,0.133,b4386
2493,ALDD19xr_f,"Aldehyde dehydrogenase (phenylacetaldehyde, NAD)",Cytoplasmic,Alternate Carbon Metabolism,53699.0,0.0,0.0,40.15666667,b1385
2494,MMM,Methylmalonyl-CoA mutase,Cytoplasmic,Alternate Carbon Metabolism,77871.0,0.0,0.0,48.0,b2917
2495,MOGDS,Molybdopterin guanine dinucleotide synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,21643.0,0.0,0.0,0.0048,(b3857 and b3856) or b3857
2496,WCOS,Tungsten pterin cofactor synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,44067.0,0.0,0.0,1.375,b0827
2497,RFAMPtpp,Rifampin transport via TolC system,Inner Membrane,"Transport, Outer Membrane",208985.0,208985.0,155244.0,22.0,(b0463 and b3035 and b0462) or (b0463 and b3035 and b2470)
2498,VPAMTr_f,Valine-pyruvate aminotransferase,Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",46711.0,0.0,0.0,13.67,b3572
2499,ACOLIPAabctex,Arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,259636.0,259636.0,101680.0,95.19583333,b4262 and b4261 and b3199 and b3201 and b3200 and b0054 and b0641
2500,ECA4COLIPAabctex,Enterobacterial common antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,259636.0,259636.0,101680.0,95.19583333,b4262 and b4261 and b3199 and b3201 and b3200 and b0054 and b0641
2501,COLIPAPabctex,Core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular),Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,259636.0,259636.0,101680.0,95.19583333,b4262 and b4261 and b3199 and b3201 and b3200 and b0054 and b0641
2502,CH4tex_f,Methane Transport(extracellular via diffusion),Cytoplasmic,"Transport, Outer Membrane",0.0,0.0,0.0,100000000.0,
2503,TARTRDtex_f,D-tartrate transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b1377 or b2215 or b0241 or b0929
2504,3OXCOAT,3-oxoadipyl-CoA thiolase,Cytoplasmic,Alternate Carbon Metabolism,42277.0,0.0,0.0,7.8,b1397
2505,BTNt2ipp,Biotin transport via proton symport (periplasm),Inner Membrane,"Transport, Inner Membrane",0.0,0.0,0.0,100000000.0,
2506,BTNtex_f,Biotin transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b2215 or b1377 or b0241 or b0929
2507,2DGULRGx,2-Dehydro-L-gulonate reductase to gluconate (NADH),Cytoplasmic,Alternate Carbon Metabolism,35396.0,0.0,0.0,60503.775,b3553
2508,2DGULRGy,2-Dehydro-L-gulonate reductase to gluconate (NADPH),Cytoplasmic,Alternate Carbon Metabolism,35396.0,0.0,0.0,6.725,b3553
2509,AP4AS,Ap4A synthetase,Cytoplasmic,Nucleotide Salvage Pathway,57827.0,0.0,0.0,3.4,b4129
2510,ARBTptspp,Arbutin transport via PEP:Pyr PTS (periplasm),Inner Membrane,"Transport, Inner Membrane",123707.0,123707.0,123707.0,3204.0,(b3722 and b2416 and b2415) or (b2715 and b2416 and b2415)
2511,ARBTtex,Arbutin transport via diffusion (extracellular to periplasm),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b2215 or b0929 or b1377 or b0241
2512,EX_arbt_e_f,Arbutin exchange,Exchange,Extracellular exchange,0.0,0.0,0.0,100000000.0,
2513,DMSOtpp_f,Dimethyl sulfoxide transport via diffusion (periplasm),Inner Membrane,"Transport, Inner Membrane",0.0,0.0,0.0,100000000.0,s0001
2514,PYDXtex_f,Pyridoxal transport via diffusion (extracellular),Cytoplasmic,"Transport, Outer Membrane Porin",38922.0,0.0,0.0,100000000.0,b2215 or b0929 or b1377 or b0241
2515,PYDXtpp,Pyridoxal import,Inner Membrane,"Transport, Inner Membrane",0.0,0.0,0.0,100000000.0,
2516,SUCASPtpp_f,Succinate:aspartate antiporter (periplasm),Inner Membrane,"Transport, Inner Membrane",45751.0,45751.0,45751.0,22.0,b4138 or b4123 or b0621
