export_fraction,gamma,glc_uptake,mu,phiEc,phiEm,phiEr,phiCm,phiR,phiCc,unassigned
0.05,0.35,22.54340277777778,0.9637603631900132,0.2025559931102773,0.02357651783742177,0.0760516674147948,0.0189403180991534,0.16287550137911225,0.0,0.48400000000000165
0.05,0.35,24.0625,0.9786368432688752,0.20314063667251875,0.02488455472389352,0.07045975570718208,0.020125424257209666,0.16538962651243994,0.0,0.48400000000000337
0.05,0.35,25.66840277777778,0.9873542964991994,0.20460812235109424,0.026213053980465282,0.064847374530606,0.02146857125850252,0.1668628761083647,0.0,0.48399999999999443
0.05,0.35,27.361111111111107,0.993780231957442,0.20832443738266643,0.027596765331661093,0.057245616129498106,0.022884320800405793,0.1679488592008077,0.0,0.48400000000000515
0.05,0.35,29.140625,0.9999554279967938,0.21259014229455467,0.029058394614080007,0.048986322359355156,0.0243726728829195,0.16899246733145817,0.0,0.4840000000000024
0.05,0.35,31.006944444444443,0.9999658369995762,0.2127487000758254,0.029100320465792508,0.048754702683605475,0.024402049814378275,0.1689942264529284,0.0,0.4840000000000252
0.05,0.35,32.96006944444444,0.9999658369995723,0.2127487000758179,0.029100320465776708,0.04875470268360438,0.024402049814378164,0.16899422645292772,0.0,0.4840000000000003
0.05,0.35,35.0,0.9999658369995833,0.21274870007582028,0.029100320465776767,0.04875470268360577,0.02440204981437826,0.16899422645292958,0.0,0.48400000000000615
0.05,0.3,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.3,0.8857142857142859,0.05401264101499034,0.08689437636051865,0.0006078324912931518,0.01520928019057995,0.0007407948372227085,0.009128136331533369,0.0,0.11258042069424842
0.05,0.3,1.5714285714285716,0.11638596110601018,0.15537532587880007,0.0013097520758331793,0.02238449032801814,0.0013143134208789989,0.019669227426915722,0.0,0.20005310982713584
0.05,0.3,2.2571428571428576,0.17848094739296133,0.21040317180201196,0.0020085394245417353,0.029666774500082288,0.0018878320045352893,0.030163280109410467,0.0,0.2741295987527344
0.05,0.3,2.9428571428571435,0.24056502595951004,0.2646881216723955,0.002707204022969199,0.03695325483378806,0.00246135058819158,0.0406554893871572,0.0,0.3474654216303735
0.05,0.3,3.6285714285714294,0.3026491045260768,0.3189742916817381,0.0034058686213422912,0.04423973516748968,0.00303486917184787,0.05114769866490698,0.0,0.4208024646487076
0.05,0.3,4.314285714285715,0.3646148279272221,0.36309675715158546,0.004103201307263016,0.05157174631668221,0.0036083877555041603,0.06161990591970054,0.0,0.48400000000022225
0.05,0.3,5.000000000000001,0.425845785469122,0.34387146957775416,0.004792265288722912,0.05918641930538525,0.004181906339160451,0.07196793774428162,0.0,0.48400000000025256
0.05,0.3,5.685714285714287,0.48537576155833906,0.3247887345404195,0.005462187236492462,0.06696514759471278,0.004755424922816742,0.0820285037033593,0.0,0.48399999999997945
0.05,0.3,6.371428571428573,0.5441555479730869,0.30575522462425764,0.006123666907598007,0.07482987506630241,0.005328943506473032,0.09196228760745169,0.0,0.4839999999997992
0.05,0.3,7.057142857142859,0.6029100026330142,0.2867221282207395,0.006784861507221718,0.08269875516651465,0.005902462090129322,0.10189179044497941,0.0,0.4839999999999838
0.05,0.3,7.742857142857145,0.6597548209822477,0.26760815067894966,0.007424565970936561,0.09099273511493094,0.0064759806737856125,0.11149856474599987,0.0,0.4839999999999738
0.05,0.3,8.428571428571429,0.7156098593126012,0.2484379160642458,0.008053131922566226,0.09952138350017396,0.007049499257441902,0.12093806622382962,0.0,0.48399999999997556
0.05,0.3,9.114285714285716,0.7448381448834852,0.24070031842697398,0.008916276488552064,0.10088273778207683,0.007623017841098193,0.125877646485309,0.0,0.4839999999999567
0.05,0.3,9.8,0.7711482288599826,0.23422770530861478,0.009805668381917593,0.10144603632637689,0.008196536424754482,0.13032405067733707,0.0,0.4840000000000121
0.05,0.3,10.0,0.7788220033531299,0.23233985981576116,0.01006507435079563,0.10161033173513115,0.008363812678320901,0.13162091856667896,0.0,0.48400000000000937
0.05,0.3,10.043402777777779,0.7804873189983421,0.2319301711237475,0.010121369048900309,0.10164598612071149,0.008400113948626112,0.13190235691071983,0.0,0.4840000000000193
