Gamma,Z_Level,Y_Level,rx_EX_ac_e_f,rx_EX_co2_e_f,rx_EDD,rx_MALS,rx_AKGDH,rx_ATPS4rpp_f,rx_BIOMASS_Ec_iML1515_WT_75p37M,rx_EX_glc__D_e_b
0.2,0.0,0.0,0.0,14.6637902632791,0.0,1.46249576819134,1.29378588383831,43.5350016958899,0.499823059797925,5.85423728813559
0.2,0.0,0.0,0.0,15.0732921059789,0.0,1.50373248599795,1.13925818926111,44.7143304533556,0.513916134744467,6.01864406779661
0.2,0.0,0.0,0.0,15.4827939486818,0.0,1.54496920380452,0.98473049467206,45.8936592108275,0.528009209691001,6.18305084745763
0.2,0.0,0.0,0.0,15.8922957913827,0.0,1.58620592161109,0.830202800090398,47.0729879682953,0.542102284637534,6.34745762711864
0.2,0.0,0.0,0.0,16.3142865318665,0.0,1.62731032890511,0.599929805106682,48.2911862999007,0.556192529952487,6.51186440677966
0.2,0.0,0.0,0.0,16.7115808595562,0.0,1.66865924538359,0.519362509014838,49.4322249536622,0.570281561100969,6.67627118644068
0.2,0.0,0.0,0.0,17.1212482462688,0.0,1.70988413092785,0.363784715239397,50.6118946270254,0.58437059224944,6.84067796610169
0.2,0.0,0.0,0.0,17.5311627249959,0.0,1.75109135556405,0.206639536911059,51.7920731535601,0.598453587599858,7.00508474576271
0.2,0.0,0.0,0.0,17.9422781459909,0.0,1.79221037876006,0.0472799987397233,52.9766014531495,0.612506439195557,7.16949152542373
0.2,0.0,0.0,0.263382961942448,18.0838356599196,0.0,1.82613612888256,0.0,53.4520234278784,0.620278001736613,7.33389830508475
0.2,0.0,0.0,0.7114852953872,17.9867170780984,0.0,1.85711942905535,0.0,53.289977242976,0.624854574083436,7.49830508474576
0.2,0.0,0.0,1.16052838945983,17.8895346436818,0.0,1.88993554433018,0.0,53.1279094364091,0.629385915431492,7.66271186440678
0.2,0.0,0.0,1.60966757322278,17.7923257588287,0.0,1.92290086647857,0.0,52.9658510377847,0.633914868879562,7.8271186440678
0.2,0.0,0.0,2.05878414209355,17.6951281169177,0.0,1.95584063989812,0.0,52.8037875001022,0.638443822327631,7.99152542372881
0.2,0.0,0.0,2.5079007109643,17.5979304750073,0.0,1.9887804133181,0.0,52.6417239624197,0.642972775775701,8.15593220338983
0.2,0.0,0.0,2.95701727983601,17.5007328330964,0.0,2.02172018673885,0.0,52.4796604247372,0.64750172922377,8.32033898305085
0.2,0.0,0.0,3.40611042015142,17.4035468386395,0.0,2.05463349221061,0.0,52.3175915630979,0.65203068267184,8.48474576271187
0.2,0.0,0.0,3.85522682629,17.3063492776309,0.0,2.08757308178678,0.0,52.1555279884355,0.656559636119908,8.64915254237288
0.2,0.0,0.0,4.30434323242794,17.2091517166227,0.0,2.12051267136264,0.0,51.9934644137735,0.661088589567978,8.8135593220339
0.2,0.0,0.0,4.62536658119271,17.3825213888406,0.0,2.15968655870919,0.0,51.8765134255287,0.665266251161838,8.97796610169492
0.2,0.0,0.0,4.8599249803546,17.7385307270002,0.0,2.20307090971519,0.0,51.7900145595617,0.669206729398556,9.14237288135593
0.2,0.0,0.0,5.09448716260254,18.0945688489365,0.0,2.24648135190876,0.0,51.7035279987317,0.673147207635274,9.30677966101695
0.2,0.0,0.0,5.3290455839101,18.450578355591,0.0,2.28986585564764,0.0,51.6170292047964,0.677087685871993,9.47118644067797
0.2,0.0,0.0,5.56360017784027,18.806558741479,0.0,2.33322396273268,0.0,51.5305179616605,0.681028164108711,9.63559322033898
0.2,0.0,0.0,5.79815857700194,19.1625680796382,0.0,2.3766083137383,0.0,51.4440190956937,0.684968642345431,9.8
0.2,0.0,0.0,6.08349766051842,19.5956516044095,0.0,2.42938515310626,0.0,51.3387936711153,0.689762213808653,10.0
0.2,0.0,0.0,6.08409894148157,19.596564219939,0.0,2.42949636713382,0.0,51.338571934773,0.689772315065135,10.0004214501256
0.2,0.0,0.0,6.08830790822212,19.6029525286449,0.0,2.43027486532913,0.0,51.3370197803788,0.689843023860468,10.0033716010047
0.2,0.0,0.0,6.09973224651748,19.6202922237067,0.0,2.43238793185949,0.0,51.3328067898805,0.690034947733507,10.011379153391
0.2,0.0,0.0,6.12197964214544,19.6540589982997,0.0,2.43650285089187,0.0,51.324602545226,0.690408694223121,10.0269728080379
0.2,0.0,0.0,6.15866166444245,19.7097580938262,0.0,2.44331369071958,0.0,51.3110892603031,0.69102487086816,10.052681265699
0.2,0.0,0.0,6.21337823723468,19.7928061463198,0.0,2.45343420288727,0.0,51.2909112699823,0.691944085207481,10.0910332271279
0.2,0.0,0.0,6.28973703080073,19.9086787310385,0.0,2.4675315646754,0.0,51.262738105802,0.693226944779946,10.1445573930781
0.2,0.0,0.0,6.39135351353442,20.0629107555303,0.0,2.48632673539091,0.0,51.2252646640008,0.694934057124392,10.2157824643032
0.2,0.0,0.0,6.52183540033599,20.26097813455,0.0,2.51048720005192,0.0,51.1771606212519,0.697126029779698,10.3072371415567
0.2,0.0,0.0,6.68477862344045,20.5082671339424,0.0,2.54059918100582,0.0,51.1170573290946,0.699863470284708,10.4214501255921
0.2,0.0,0.0,6.88380657418963,20.8103729433514,0.0,2.57743828054555,0.0,51.0436754545158,0.703206986178281,10.5609501171631
0.2,0.0,0.0,7.12251116444771,21.1726512394433,0.0,2.62156299331665,0.0,50.9556332721037,0.707217184999274,10.7282658170232
